,date,teams,home_team,away_team,opposition,result,score,home_goals,away_goals,aggregrate_score,peanalties,competition,season,year,month,day,swansea_goal,opposition_goals
3142,26 Apr 2008,Swansea City v Leyton Orient,Swansea City,Leyton Orient,Leyton Orient,W,4-1,4,1,-,-,League One,2007,2008,4,26,4,1
3143,03 May 2008,Brighton and Hove Albion v Swansea City,Brighton and Hove Albion,Swansea City,Brighton and Hove Albion,W,0-1,0,1,-,-,League One,2007,2008,5,3,1,0
3144,09 Aug 2008,Charlton Athletic v Swansea City,Charlton Athletic,Swansea City,Charlton Athletic,L,2-0,2,0,-,-,League Championship,2008,2008,8,9,0,2
3145,12 Aug 2008,Swansea City v Brentford,Swansea City,Brentford,Brentford,W,2-0,2,0,-,-,League Cup,2008,2008,8,12,2,0
3146,16 Aug 2008,Swansea City v Nottingham Forest,Swansea City,Nottingham Forest,Nottingham Forest,W,3-1,3,1,-,-,League Championship,2008,2008,8,16,3,1
3147,23 Aug 2008,Plymouth Argyle v Swansea City,Plymouth Argyle,Swansea City,Plymouth Argyle,W,0-1,0,1,-,-,League Championship,2008,2008,8,23,1,0
3148,26 Aug 2008,Swansea City v Hull City,Swansea City,Hull City,Hull City,W,2-1,2,1,-,-,League Cup,2008,2008,8,26,2,1
3149,30 Aug 2008,Swansea City v Sheffield Wednesday,Swansea City,Sheffield Wednesday,Sheffield Wednesday,D,1-1,1,1,-,-,League Championship,2008,2008,8,30,1,1
3150,13 Sep 2008,Crystal Palace v Swansea City,Crystal Palace,Swansea City,Crystal Palace,L,2-0,2,0,-,-,League Championship,2008,2008,9,13,0,2
3151,16 Sep 2008,Swansea City v Derby County,Swansea City,Derby County,Derby County,D,1-1,1,1,-,-,League Championship,2008,2008,9,16,1,1
3152,20 Sep 2008,Swansea City v Burnley,Swansea City,Burnley,Burnley,D,1-1,1,1,-,-,League Championship,2008,2008,9,20,1,1
3153,23 Sep 2008,Swansea City v Cardiff City,Swansea City,Cardiff City,Cardiff City,W,1-0,1,0,-,-,League Cup,2008,2008,9,23,1,0
3154,27 Sep 2008,Reading v Swansea City,Reading,Swansea City,Reading,L,4-0,4,0,-,-,League Championship,2008,2008,9,27,0,4
3155,30 Sep 2008,Preston North End v Swansea City,Preston North End,Swansea City,Preston North End,W,0-2,0,2,-,-,League Championship,2008,2008,9,30,2,0
3156,04 Oct 2008,Swansea City v Wolverhampton Wanderers,Swansea City,Wolverhampton Wanderers,Wolverhampton Wanderers,W,3-1,3,1,-,-,League Championship,2008,2008,10,4,3,1
3157,18 Oct 2008,Ipswich Town v Swansea City,Ipswich Town,Swansea City,Ipswich Town,D,2-2,2,2,-,-,League Championship,2008,2008,10,18,2,2
3158,21 Oct 2008,Swansea City v Queens Park Rangers,Swansea City,Queens Park Rangers,Queens Park Rangers,D,0-0,0,0,-,-,League Championship,2008,2008,10,21,0,0
3159,25 Oct 2008,Swansea City v Southampton,Swansea City,Southampton,Southampton,W,3-0,3,0,-,-,League Championship,2008,2008,10,25,3,0
3160,28 Oct 2008,Wolverhampton Wanderers v Swansea City,Wolverhampton Wanderers,Swansea City,Wolverhampton Wanderers,L,2-1,2,1,-,-,League Championship,2008,2008,10,28,1,2
3161,01 Nov 2008,Doncaster Rovers v Swansea City,Doncaster Rovers,Swansea City,Doncaster Rovers,D,0-0,0,0,-,-,League Championship,2008,2008,11,1,0,0
3162,09 Nov 2008,Swansea City v Watford,Swansea City,Watford,Watford,W,3-1,3,1,-,-,League Championship,2008,2008,11,9,3,1
3163,11 Nov 2008,Swansea City v Watford,Swansea City,Watford,Watford,L,0-1,0,1,-,-,League Cup,2008,2008,11,11,0,1
3164,15 Nov 2008,Norwich City v Swansea City,Norwich City,Swansea City,Norwich City,W,2-3,2,3,-,-,League Championship,2008,2008,11,15,3,2
3165,21 Nov 2008,Swansea City v Birmingham City,Swansea City,Birmingham City,Birmingham City,L,2-3,2,3,-,-,League Championship,2008,2008,11,21,2,3
3166,25 Nov 2008,Coventry City v Swansea City,Coventry City,Swansea City,Coventry City,D,1-1,1,1,-,-,League Championship,2008,2008,11,25,1,1
3167,30 Nov 2008,Swansea City v Cardiff City,Swansea City,Cardiff City,Cardiff City,D,2-2,2,2,-,-,League Championship,2008,2008,11,30,2,2
3168,06 Dec 2008,Bristol City v Swansea City,Bristol City,Swansea City,Bristol City,D,0-0,0,0,-,-,League Championship,2008,2008,12,6,0,0
3169,09 Dec 2008,Swansea City v Barnsley,Swansea City,Barnsley,Barnsley,D,2-2,2,2,-,-,League Championship,2008,2008,12,9,2,2
3170,13 Dec 2008,Swansea City v Sheffield United,Swansea City,Sheffield United,Sheffield United,D,1-1,1,1,-,-,League Championship,2008,2008,12,13,1,1
3171,20 Dec 2008,Blackpool v Swansea City,Blackpool,Swansea City,Blackpool,D,1-1,1,1,-,-,League Championship,2008,2008,12,20,1,1
3172,26 Dec 2008,Swansea City v Coventry City,Swansea City,Coventry City,Coventry City,D,0-0,0,0,-,-,League Championship,2008,2008,12,26,0,0
3173,28 Dec 2008,Birmingham City v Swansea City,Birmingham City,Swansea City,Birmingham City,D,0-0,0,0,-,-,League Championship,2008,2008,12,28,0,0
3174,10 Jan 2009,Burnley v Swansea City,Burnley,Swansea City,Burnley,W,0-2,0,2,-,-,League Championship,2008,2009,1,10,2,0
3175,13 Jan 2009,Histon v Swansea City,Histon,Swansea City,Histon,W,1-2,1,2,-,-,FA Cup,2008,2009,1,13,2,1
3176,17 Jan 2009,Swansea City v Reading,Swansea City,Reading,Reading,W,2-0,2,0,-,-,League Championship,2008,2009,1,17,2,0
3177,24 Jan 2009,Portsmouth v Swansea City,Portsmouth,Swansea City,Portsmouth,W,0-2,0,2,-,-,FA Cup,2008,2009,1,24,2,0
3178,27 Jan 2009,Swansea City v Preston North End,Swansea City,Preston North End,Preston North End,W,4-1,4,1,-,-,League Championship,2008,2009,1,27,4,1
3179,31 Jan 2009,Southampton v Swansea City,Southampton,Swansea City,Southampton,D,2-2,2,2,-,-,League Championship,2008,2009,1,31,2,2
3180,07 Feb 2009,Swansea City v Ipswich Town,Swansea City,Ipswich Town,Ipswich Town,W,3-0,3,0,-,-,League Championship,2008,2009,2,7,3,0
3181,14 Feb 2009,Swansea City v Fulham,Swansea City,Fulham,Fulham,D,1-1,1,1,-,-,FA Cup,2008,2009,2,14,1,1
3182,17 Feb 2009,Watford v Swansea City,Watford,Swansea City,Watford,L,2-0,2,0,-,-,League Championship,2008,2009,2,17,0,2
3183,21 Feb 2009,Swansea City v Doncaster Rovers,Swansea City,Doncaster Rovers,Doncaster Rovers,W,3-1,3,1,-,-,League Championship,2008,2009,2,21,3,1
3184,24 Feb 2009,Fulham v Swansea City,Fulham,Swansea City,Fulham,L,2-1,2,1,-,-,FA Cup,2008,2009,2,24,1,2
3185,28 Feb 2009,Swansea City v Charlton Athletic,Swansea City,Charlton Athletic,Charlton Athletic,D,1-1,1,1,-,-,League Championship,2008,2009,2,28,1,1
3186,03 Mar 2009,Derby County v Swansea City,Derby County,Swansea City,Derby County,D,2-2,2,2,-,-,League Championship,2008,2009,3,3,2,2
3187,07 Mar 2009,Nottingham Forest v Swansea City,Nottingham Forest,Swansea City,Nottingham Forest,D,1-1,1,1,-,-,League Championship,2008,2009,3,7,1,1
3188,10 Mar 2009,Swansea City v Plymouth Argyle,Swansea City,Plymouth Argyle,Plymouth Argyle,W,1-0,1,0,-,-,League Championship,2008,2009,3,10,1,0
3189,14 Mar 2009,Swansea City v Crystal Palace,Swansea City,Crystal Palace,Crystal Palace,L,1-3,1,3,-,-,League Championship,2008,2009,3,14,1,3
3190,17 Mar 2009,Queens Park Rangers v Swansea City,Queens Park Rangers,Swansea City,Queens Park Rangers,L,1-0,1,0,-,-,League Championship,2008,2009,3,17,0,1
3191,21 Mar 2009,Sheffield Wednesday v Swansea City,Sheffield Wednesday,Swansea City,Sheffield Wednesday,D,0-0,0,0,-,-,League Championship,2008,2009,3,21,0,0
3192,05 Apr 2009,Cardiff City v Swansea City,Cardiff City,Swansea City,Cardiff City,D,2-2,2,2,-,-,League Championship,2008,2009,4,5,2,2
3193,11 Apr 2009,Swansea City v Norwich City,Swansea City,Norwich City,Norwich City,W,2-1,2,1,-,-,League Championship,2008,2009,4,11,2,1
3194,13 Apr 2009,Barnsley v Swansea City,Barnsley,Swansea City,Barnsley,W,1-3,1,3,-,-,League Championship,2008,2009,4,13,3,1
3195,18 Apr 2009,Swansea City v Bristol City,Swansea City,Bristol City,Bristol City,W,1-0,1,0,-,-,League Championship,2008,2009,4,18,1,0
3196,25 Apr 2009,Sheffield United v Swansea City,Sheffield United,Swansea City,Sheffield United,L,1-0,1,0,-,-,League Championship,2008,2009,4,25,0,1
3197,03 May 2009,Swansea City v Blackpool,Swansea City,Blackpool,Blackpool,L,0-1,0,1,-,-,League Championship,2008,2009,5,3,0,1
3198,08 Aug 2009,Leicester City v Swansea City,Leicester City,Swansea City,Leicester City,L,2-1,2,1,-,-,League Championship,2009,2009,8,8,1,2
3199,11 Aug 2009,Swansea City v Brighton and Hove Albion,Swansea City,Brighton and Hove Albion,Brighton and Hove Albion,W,3-0,3,0,-,-,League Cup,2009,2009,8,11,3,0
3200,15 Aug 2009,Swansea City v Middlesbrough,Swansea City,Middlesbrough,Middlesbrough,L,0-3,0,3,-,-,League Championship,2009,2009,8,15,0,3
3201,18 Aug 2009,Swansea City v Reading,Swansea City,Reading,Reading,D,0-0,0,0,-,-,League Championship,2009,2009,8,18,0,0
3202,22 Aug 2009,Coventry City v Swansea City,Coventry City,Swansea City,Coventry City,W,0-1,0,1,-,-,League Championship,2009,2009,8,22,1,0
3203,25 Aug 2009,Swansea City v Scunthorpe United,Swansea City,Scunthorpe United,Scunthorpe United,L,1-2,1,2,-,-,League Cup,2009,2009,8,25,1,2
3204,29 Aug 2009,Swansea City v Watford,Swansea City,Watford,Watford,D,1-1,1,1,-,-,League Championship,2009,2009,8,29,1,1
3205,12 Sep 2009,Preston North End v Swansea City,Preston North End,Swansea City,Preston North End,L,2-0,2,0,-,-,League Championship,2009,2009,9,12,0,2
3206,15 Sep 2009,Swansea City v Bristol City,Swansea City,Bristol City,Bristol City,D,0-0,0,0,-,-,League Championship,2009,2009,9,15,0,0
3207,19 Sep 2009,Barnsley v Swansea City,Barnsley,Swansea City,Barnsley,D,0-0,0,0,-,-,League Championship,2009,2009,9,19,0,0
3208,26 Sep 2009,Swansea City v Sheffield United,Swansea City,Sheffield United,Sheffield United,W,2-1,2,1,-,-,League Championship,2009,2009,9,26,2,1
3209,29 Sep 2009,Doncaster Rovers v Swansea City,Doncaster Rovers,Swansea City,Doncaster Rovers,D,0-0,0,0,-,-,League Championship,2009,2009,9,29,0,0
3210,03 Oct 2009,Swansea City v Queens Park Rangers,Swansea City,Queens Park Rangers,Queens Park Rangers,W,2-0,2,0,-,-,League Championship,2009,2009,10,3,2,0
3211,17 Oct 2009,Ipswich Town v Swansea City,Ipswich Town,Swansea City,Ipswich Town,D,1-1,1,1,-,-,League Championship,2009,2009,10,17,1,1
3212,20 Oct 2009,West Bromwich Albion v Swansea City,West Bromwich Albion,Swansea City,West Bromwich Albion,W,0-1,0,1,-,-,League Championship,2009,2009,10,20,1,0
3213,24 Oct 2009,Swansea City v Blackpool,Swansea City,Blackpool,Blackpool,D,0-0,0,0,-,-,League Championship,2009,2009,10,24,0,0
3214,31 Oct 2009,Scunthorpe United v Swansea City,Scunthorpe United,Swansea City,Scunthorpe United,W,0-2,0,2,-,-,League Championship,2009,2009,10,31,2,0
3215,07 Nov 2009,Swansea City v Cardiff City,Swansea City,Cardiff City,Cardiff City,W,3-2,3,2,-,-,League Championship,2009,2009,11,7,3,2
3216,20 Nov 2009,Swansea City v Derby County,Swansea City,Derby County,Derby County,W,1-0,1,0,-,-,League Championship,2009,2009,11,20,1,0
3217,28 Nov 2009,Newcastle United v Swansea City,Newcastle United,Swansea City,Newcastle United,L,3-0,3,0,-,-,League Championship,2009,2009,11,28,0,3
3218,05 Dec 2009,Peterborough United v Swansea City,Peterborough United,Swansea City,Peterborough United,D,2-2,2,2,-,-,League Championship,2009,2009,12,5,2,2
3219,08 Dec 2009,Swansea City v Plymouth Argyle,Swansea City,Plymouth Argyle,Plymouth Argyle,W,1-0,1,0,-,-,League Championship,2009,2009,12,8,1,0
3220,12 Dec 2009,Swansea City v Nottingham Forest,Swansea City,Nottingham Forest,Nottingham Forest,L,0-1,0,1,-,-,League Championship,2009,2009,12,12,0,1
3221,19 Dec 2009,Sheffield Wednesday v Swansea City,Sheffield Wednesday,Swansea City,Sheffield Wednesday,W,0-2,0,2,-,-,League Championship,2009,2009,12,19,2,0
3222,26 Dec 2009,Reading v Swansea City,Reading,Swansea City,Reading,D,1-1,1,1,-,-,League Championship,2009,2009,12,26,1,1
3223,28 Dec 2009,Swansea City v Crystal Palace,Swansea City,Crystal Palace,Crystal Palace,D,0-0,0,0,-,-,League Championship,2009,2009,12,28,0,0
3224,02 Jan 2010,Leicester City v Swansea City,Leicester City,Swansea City,Leicester City,L,2-1,2,1,-,-,FA Cup,2009,2010,1,2,1,2
3225,16 Jan 2010,Swansea City v Leicester City,Swansea City,Leicester City,Leicester City,W,1-0,1,0,-,-,League Championship,2009,2010,1,16,1,0
3226,23 Jan 2010,Middlesbrough v Swansea City,Middlesbrough,Swansea City,Middlesbrough,D,1-1,1,1,-,-,League Championship,2009,2010,1,23,1,1
3227,26 Jan 2010,Swansea City v Coventry City,Swansea City,Coventry City,Coventry City,D,0-0,0,0,-,-,League Championship,2009,2010,1,26,0,0
3228,06 Feb 2010,Swansea City v Preston North End,Swansea City,Preston North End,Preston North End,W,2-0,2,0,-,-,League Championship,2009,2010,2,6,2,0
3229,09 Feb 2010,Crystal Palace v Swansea City,Crystal Palace,Swansea City,Crystal Palace,W,0-1,0,1,-,-,League Championship,2009,2010,2,9,1,0
3230,13 Feb 2010,Swansea City v Newcastle United,Swansea City,Newcastle United,Newcastle United,D,1-1,1,1,-,-,League Championship,2009,2010,2,13,1,1
3231,16 Feb 2010,Plymouth Argyle v Swansea City,Plymouth Argyle,Swansea City,Plymouth Argyle,D,1-1,1,1,-,-,League Championship,2009,2010,2,16,1,1
3232,20 Feb 2010,Derby County v Swansea City,Derby County,Swansea City,Derby County,W,0-1,0,1,-,-,League Championship,2009,2010,2,20,1,0
3233,27 Feb 2010,Swansea City v Peterborough United,Swansea City,Peterborough United,Peterborough United,W,1-0,1,0,-,-,League Championship,2009,2010,2,27,1,0
3234,06 Mar 2010,Nottingham Forest v Swansea City,Nottingham Forest,Swansea City,Nottingham Forest,L,1-0,1,0,-,-,League Championship,2009,2010,3,6,0,1
3235,09 Mar 2010,Watford v Swansea City,Watford,Swansea City,Watford,W,0-1,0,1,-,-,League Championship,2009,2010,3,9,1,0
3236,13 Mar 2010,Swansea City v Sheffield Wednesday,Swansea City,Sheffield Wednesday,Sheffield Wednesday,D,0-0,0,0,-,-,League Championship,2009,2010,3,13,0,0
3237,16 Mar 2010,Swansea City v West Bromwich Albion,Swansea City,West Bromwich Albion,West Bromwich Albion,L,0-2,0,2,-,-,League Championship,2009,2010,3,16,0,2
3238,20 Mar 2010,Queens Park Rangers v Swansea City,Queens Park Rangers,Swansea City,Queens Park Rangers,D,1-1,1,1,-,-,League Championship,2009,2010,3,20,1,1
3239,23 Mar 2010,Blackpool v Swansea City,Blackpool,Swansea City,Blackpool,L,5-1,5,1,-,-,League Championship,2009,2010,3,23,1,5
3240,27 Mar 2010,Swansea City v Ipswich Town,Swansea City,Ipswich Town,Ipswich Town,D,0-0,0,0,-,-,League Championship,2009,2010,3,27,0,0
3241,03 Apr 2010,Cardiff City v Swansea City,Cardiff City,Swansea City,Cardiff City,L,2-1,2,1,-,-,League Championship,2009,2010,4,3,1,2
3242,05 Apr 2010,Swansea City v Scunthorpe United,Swansea City,Scunthorpe United,Scunthorpe United,W,3-0,3,0,-,-,League Championship,2009,2010,4,5,3,0
3243,10 Apr 2010,Bristol City v Swansea City,Bristol City,Swansea City,Bristol City,L,1-0,1,0,-,-,League Championship,2009,2010,4,10,0,1
3244,17 Apr 2010,Swansea City v Barnsley,Swansea City,Barnsley,Barnsley,W,3-1,3,1,-,-,League Championship,2009,2010,4,17,3,1
3245,24 Apr 2010,Sheffield United v Swansea City,Sheffield United,Swansea City,Sheffield United,L,2-0,2,0,-,-,League Championship,2009,2010,4,24,0,2
3246,02 May 2010,Swansea City v Doncaster Rovers,Swansea City,Doncaster Rovers,Doncaster Rovers,D,0-0,0,0,-,-,League Championship,2009,2010,5,2,0,0
3247,07 Aug 2010,Hull City v Swansea City,Hull City,Swansea City,Hull City,L,2-0,2,0,-,-,League Championship,2010,2010,8,7,0,2
3248,10 Aug 2010,Swansea City v Barnet,Swansea City,Barnet,Barnet,W,3-0,3,0,-,-,League Cup,2010,2010,8,10,3,0
3249,14 Aug 2010,Swansea City v Preston North End,Swansea City,Preston North End,Preston North End,W,4-0,4,0,-,-,League Championship,2010,2010,8,14,4,0
3250,21 Aug 2010,Norwich City v Swansea City,Norwich City,Swansea City,Norwich City,L,2-0,2,0,-,-,League Championship,2010,2010,8,21,0,2
3251,24 Aug 2010,Tranmere Rovers v Swansea City,Tranmere Rovers,Swansea City,Tranmere Rovers,W,1-3,1,3,-,-,League Cup,2010,2010,8,24,3,1
3252,28 Aug 2010,Swansea City v Burnley,Swansea City,Burnley,Burnley,W,1-0,1,0,-,-,League Championship,2010,2010,8,28,1,0
3253,11 Sep 2010,Leeds United v Swansea City,Leeds United,Swansea City,Leeds United,L,2-1,2,1,-,-,League Championship,2010,2010,9,11,1,2
3254,14 Sep 2010,Swansea City v Coventry City,Swansea City,Coventry City,Coventry City,W,2-1,2,1,-,-,League Championship,2010,2010,9,14,2,1
3255,18 Sep 2010,Swansea City v Scunthorpe United,Swansea City,Scunthorpe United,Scunthorpe United,W,2-0,2,0,-,-,League Championship,2010,2010,9,18,2,0
3256,21 Sep 2010,Peterborough United v Swansea City,Peterborough United,Swansea City,Peterborough United,W,1-3,1,3,-,-,League Cup,2010,2010,9,21,3,1
3257,25 Sep 2010,Nottingham Forest v Swansea City,Nottingham Forest,Swansea City,Nottingham Forest,L,3-1,3,1,-,-,League Championship,2010,2010,9,25,1,3
3258,28 Sep 2010,Watford v Swansea City,Watford,Swansea City,Watford,W,2-3,2,3,-,-,League Championship,2010,2010,9,28,3,2
3259,02 Oct 2010,Swansea City v Derby County,Swansea City,Derby County,Derby County,D,0-0,0,0,-,-,League Championship,2010,2010,10,2,0,0
3260,16 Oct 2010,Reading v Swansea City,Reading,Swansea City,Reading,W,0-1,0,1,-,-,League Championship,2010,2010,10,16,1,0
3261,19 Oct 2010,Swansea City v Queens Park Rangers,Swansea City,Queens Park Rangers,Queens Park Rangers,D,0-0,0,0,-,-,League Championship,2010,2010,10,19,0,0
3262,23 Oct 2010,Swansea City v Leicester City,Swansea City,Leicester City,Leicester City,W,2-0,2,0,-,-,League Championship,2010,2010,10,23,2,0
3263,26 Oct 2010,Wigan Athletic v Swansea City,Wigan Athletic,Swansea City,Wigan Athletic,L,2-0,2,0,-,-,League Cup,2010,2010,10,26,0,2
3264,30 Oct 2010,Crystal Palace v Swansea City,Crystal Palace,Swansea City,Crystal Palace,W,0-3,0,3,-,-,League Championship,2010,2010,10,30,3,0
3265,07 Nov 2010,Cardiff City v Swansea City,Cardiff City,Swansea City,Cardiff City,W,0-1,0,1,-,-,League Championship,2010,2010,11,7,1,0
3266,10 Nov 2010,Swansea City v Bristol City,Swansea City,Bristol City,Bristol City,L,0-1,0,1,-,-,League Championship,2010,2010,11,10,0,1
3267,14 Nov 2010,Swansea City v Middlesbrough,Swansea City,Middlesbrough,Middlesbrough,W,1-0,1,0,-,-,League Championship,2010,2010,11,14,1,0
3268,20 Nov 2010,Doncaster Rovers v Swansea City,Doncaster Rovers,Swansea City,Doncaster Rovers,D,1-1,1,1,-,-,League Championship,2010,2010,11,20,1,1
3269,26 Nov 2010,Swansea City v Portsmouth,Swansea City,Portsmouth,Portsmouth,L,1-2,1,2,-,-,League Championship,2010,2010,11,26,1,2
3270,04 Dec 2010,Ipswich Town v Swansea City,Ipswich Town,Swansea City,Ipswich Town,W,1-3,1,3,-,-,League Championship,2010,2010,12,4,3,1
3271,10 Dec 2010,Swansea City v Millwall,Swansea City,Millwall,Millwall,D,1-1,1,1,-,-,League Championship,2010,2010,12,10,1,1
3272,18 Dec 2010,Sheffield United v Swansea City,Sheffield United,Swansea City,Sheffield United,L,1-0,1,0,-,-,League Championship,2010,2010,12,18,0,1
3273,26 Dec 2010,Queens Park Rangers v Swansea City,Queens Park Rangers,Swansea City,Queens Park Rangers,L,4-0,4,0,-,-,League Championship,2010,2010,12,26,0,4
3274,28 Dec 2010,Swansea City v Barnsley,Swansea City,Barnsley,Barnsley,W,1-0,1,0,-,-,League Championship,2010,2010,12,28,1,0
3275,01 Jan 2011,Swansea City v Reading,Swansea City,Reading,Reading,W,1-0,1,0,-,-,League Championship,2010,2011,1,1,1,0
3276,03 Jan 2011,Leicester City v Swansea City,Leicester City,Swansea City,Leicester City,L,2-1,2,1,-,-,League Championship,2010,2011,1,3,1,2
3277,08 Jan 2011,Swansea City v Colchester United,Swansea City,Colchester United,Colchester United,W,4-0,4,0,-,-,FA Cup,2010,2011,1,8,4,0
3278,15 Jan 2011,Swansea City v Crystal Palace,Swansea City,Crystal Palace,Crystal Palace,W,3-0,3,0,-,-,League Championship,2010,2011,1,15,3,0
3279,22 Jan 2011,Barnsley v Swansea City,Barnsley,Swansea City,Barnsley,D,1-1,1,1,-,-,League Championship,2010,2011,1,22,1,1
3280,29 Jan 2011,Swansea City v Leyton Orient,Swansea City,Leyton Orient,Leyton Orient,L,1-2,1,2,-,-,FA Cup,2010,2011,1,29,1,2
3281,01 Feb 2011,Bristol City v Swansea City,Bristol City,Swansea City,Bristol City,W,0-2,0,2,-,-,League Championship,2010,2011,2,1,2,0
3282,06 Feb 2011,Swansea City v Cardiff City,Swansea City,Cardiff City,Cardiff City,L,0-1,0,1,-,-,League Championship,2010,2011,2,6,0,1
3283,12 Feb 2011,Middlesbrough v Swansea City,Middlesbrough,Swansea City,Middlesbrough,W,3-4,3,4,-,-,League Championship,2010,2011,2,12,4,3
3284,19 Feb 2011,Swansea City v Doncaster Rovers,Swansea City,Doncaster Rovers,Doncaster Rovers,W,3-0,3,0,-,-,League Championship,2010,2011,2,19,3,0
3285,22 Feb 2011,Coventry City v Swansea City,Coventry City,Swansea City,Coventry City,W,0-1,0,1,-,-,League Championship,2010,2011,2,22,1,0
3286,26 Feb 2011,Swansea City v Leeds United,Swansea City,Leeds United,Leeds United,W,3-0,3,0,-,-,League Championship,2010,2011,2,26,3,0
3287,05 Mar 2011,Scunthorpe United v Swansea City,Scunthorpe United,Swansea City,Scunthorpe United,L,1-0,1,0,-,-,League Championship,2010,2011,3,5,0,1
3288,08 Mar 2011,Swansea City v Watford,Swansea City,Watford,Watford,D,1-1,1,1,-,-,League Championship,2010,2011,3,8,1,1
3289,12 Mar 2011,Derby County v Swansea City,Derby County,Swansea City,Derby County,L,2-1,2,1,-,-,League Championship,2010,2011,3,12,1,2
3290,19 Mar 2011,Swansea City v Nottingham Forest,Swansea City,Nottingham Forest,Nottingham Forest,W,3-2,3,2,-,-,League Championship,2010,2011,3,19,3,2
3291,02 Apr 2011,Preston North End v Swansea City,Preston North End,Swansea City,Preston North End,L,2-1,2,1,-,-,League Championship,2010,2011,4,2,1,2
3292,09 Apr 2011,Swansea City v Norwich City,Swansea City,Norwich City,Norwich City,W,3-0,3,0,-,-,League Championship,2010,2011,4,9,3,0
3293,12 Apr 2011,Swansea City v Hull City,Swansea City,Hull City,Hull City,D,1-1,1,1,-,-,League Championship,2010,2011,4,12,1,1
3294,16 Apr 2011,Burnley v Swansea City,Burnley,Swansea City,Burnley,L,2-1,2,1,-,-,League Championship,2010,2011,4,16,1,2
3295,23 Apr 2011,Portsmouth v Swansea City,Portsmouth,Swansea City,Portsmouth,D,0-0,0,0,-,-,League Championship,2010,2011,4,23,0,0
